address_id,address_service_id,NOTE,Fillter,address_name,address_service_name,address_parent,address_type,address_service_prefix,address-service_parent, Simillar
7763,8498,,VV,Xã Vi?t Th?ng,Vi?t Th?ng,Huy?n Phú Tân,1,Xã,Phú Tân,1
18106,5670,,VV,Th? tr?n Phú Thi?n,Phú Thi?n,Huy?n Phú Thi?n,1,Th? tr?n,Phú Thi?n,1
18109,5661,,VV,Xã Ayun H?,Ayun H?,Huy?n Phú Thi?n,1,Xã,Phú Thi?n,1
18111,5662,,VV,Xã Chrôh P?nan,Chrôh P?nan,Huy?n Phú Thi?n,1,Xã,Phú Thi?n,1
18113,5663,,VV,Xã Ch? A Thai,Ch? A Thai,Huy?n Phú Thi?n,1,Xã,Phú Thi?n,1
18115,5664,,VV,Xã Ia Ake,Ia Ake,Huy?n Phú Thi?n,1,Xã,Phú Thi?n,1
18117,5665,,VV,Xã Ia Hiao,Ia Hiao,Huy?n Phú Thi?n,1,Xã,Phú Thi?n,1
18119,5666,,VV,Xã Ia Peng,Ia Peng,Huy?n Phú Thi?n,1,Xã,Phú Thi?n,1
18118,5667,,VV,Xã Ia Piar,Ia Piar,Huy?n Phú Thi?n,1,Xã,Phú Thi?n,1
18120,5668,,VV,Xã Ia Sol,Ia Sol,Huy?n Phú Thi?n,1,Xã,Phú Thi?n,1
18121,5669,,VV,Xã Ia Yeng,Ia Yeng,Huy?n Phú Thi?n,1,Xã,Phú Thi?n,1
15461,3588,,VV,Th? Tr?n Phú ?a,Phú ?a,Huy?n Phú Vang,1,Th? tr?n,Phú Vang,1
15460,3600,,VV,Th? Tr?n Thu?n An,Thu?n An,Huy?n Phú Vang,1,Th? tr?n,Phú Vang,1
16283,3587,,VV,Xã Phú An,Phú An,Huy?n Phú Vang,1,Xã,Phú Vang,1
16284,3589,,VV,Xã Phú Diên,Phú Diên,Huy?n Phú Vang,1,Xã,Phú Vang,1
16285,3590,,VV,Xã Phú D??ng,Phú D??ng,Huy?n Phú Vang,1,Xã,Phú Vang,1
16286,3591,,VV,Xã Phú H?i,Phú H?i,Huy?n Phú Vang,1,Xã,Phú Vang,1
16287,3592,,VV,Xã Phú H?,Phú H?,Huy?n Phú Vang,1,Xã,Phú Vang,1
16288,3593,,VV,Xã Phú L??ng,Phú L??ng,Huy?n Phú Vang,1,Xã,Phú Vang,1
16289,3594,,VV,Xã Phú M?u,Phú M?u,Huy?n Phú Vang,1,Xã,Phú Vang,1
16290,3595,,VV,Xã Phú M?,Phú M?,Huy?n Phú Vang,1,Xã,Phú Vang,1
16291,3596,,VV,Xã Phú Thanh,Phú Thanh,Huy?n Phú Vang,1,Xã,Phú Vang,1
16292,3597,,VV,Xã Phú Thu?n,Phú Thu?n,Huy?n Phú Vang,1,Xã,Phú Vang,1
16293,3598,,VV,Xã Phú Th??ng,Phú Th??ng,Huy?n Phú Vang,1,Xã,Phú Vang,1
16294,3599,,VV,Xã Phú Xuân,Phú Xuân,Huy?n Phú Vang,1,Xã,Phú Vang,1
16295,3601,,VV,Xã Vinh An,Vinh An,Huy?n Phú Vang,1,Xã,Phú Vang,1
16296,3602,,VV,Xã Vinh Hà,Vinh Hà,Huy?n Phú Vang,1,Xã,Phú Vang,1
16297,3603,,VV,Xã Vinh Phú,Vinh Phú,Huy?n Phú Vang,1,Xã,Phú Vang,1
16298,3604,,VV,Xã Vinh Thái,Vinh Thái,Huy?n Phú Vang,1,Xã,Phú Vang,1
16299,3605,,VV,Xã Vinh Thanh,Vinh Thanh,Huy?n Phú Vang,1,Xã,Phú Vang,1
16300,3606,,VV,Xã Vinh Xuân,Vinh Xuân,Huy?n Phú Vang,1,Xã,Phú Vang,1
20468,10557,,VV,Th? tr?n Phù Yên,Phù Yên,Huy?n Phù Yên,1,Th? tr?n,Phù Yên,1
19871,10542,,VV,xã B?c Phong,B?c Phong,Huy?n Phù Yên,1,Xã,Phù Yên,1
19872,10543,,VV,xã ?á ??,?á ??,Huy?n Phù Yên,1,Xã,Phù Yên,1
19873,10544,,VV,xã Gia Phù,Gia Phù,Huy?n Phù Yên,1,Xã,Phù Yên,1
19874,10545,,VV,xã Huy B?c,Huy B?c,Huy?n Phù Yên,1,Xã,Phù Yên,1
19875,10546,,VV,xã Huy H?,Huy H?,Huy?n Phù Yên,1,Xã,Phù Yên,1
19876,10547,,VV,xã Huy Tân,Huy Tân,Huy?n Phù Yên,1,Xã,Phù Yên,1
19877,10548,,VV,xã Huy Th??ng,Huy Th??ng,Huy?n Phù Yên,1,Xã,Phù Yên,1
19878,10549,,VV,xã Huy T??ng,Huy T??ng,Huy?n Phù Yên,1,Xã,Phù Yên,1
19879,10550,,VV,xã Kim Bon,Kim Bon,Huy?n Phù Yên,1,Xã,Phù Yên,1
19880,10551,,VV,xã M??ng Bang,M??ng Bang,Huy?n Phù Yên,1,Xã,Phù Yên,1
20477,10552,,VV,Xã M??ng C?i,M??ng C?i,Huy?n Phù Yên,1,Xã,Phù Yên,1
19881,10553,,VV,xã M??ng Do,M??ng Do,Huy?n Phù Yên,1,Xã,Phù Yên,1
19882,10554,,VV,xã M??ng Lang,M??ng Lang,Huy?n Phù Yên,1,Xã,Phù Yên,1
20470,10555,,VV,Xã M??ng Th?i,M??ng Th?i,Huy?n Phù Yên,1,Xã,Phù Yên,1
19884,10556,,VV,xã Nam Phong,Nam Phong,Huy?n Phù Yên,1,Xã,Phù Yên,1
19885,10558,,VV,xã Quang Huy,Quang Huy,Huy?n Phù Yên,1,Xã,Phù Yên,1
19886,10559,,VV,xã S?p Sa,S?p Sa,Huy?n Phù Yên,1,Xã,Phù Yên,1
19887,10560,,VV,xã Su?i Bau,Su?i Bau,Huy?n Phù Yên,1,Xã,Phù Yên,1
20469,10561,,VV,Xã Su?i T?,Su?i T?,Huy?n Phù Yên,1,Xã,Phù Yên,1
19889,10562,,VV,xã Tân Lang,Tân Lang,Huy?n Phù Yên,1,Xã,Phù Yên,1
19890,10563,,VV,xã Tân Phong,Tân Phong,Huy?n Phù Yên,1,Xã,Phù Yên,1
19891,10564,,VV,xã T??ng H?,T??ng H?,Huy?n Phù Yên,1,Xã,Phù Yên,1
19892,10565,,VV,xã T??ng Phong,T??ng Phong,Huy?n Phù Yên,1,Xã,Phù Yên,1
19893,10566,,VV,xã T??ng Phù,T??ng Phù,Huy?n Phù Yên,1,Xã,Phù Yên,1
19894,10567,,VV,xã T??ng Th??ng,T??ng Th??ng,Huy?n Phù Yên,1,Xã,Phù Yên,1
19895,10568,,VV,xã T??ng Ti?n,T??ng Ti?n,Huy?n Phù Yên,1,Xã,Phù Yên,1
17966,11975,,VV,th? tr?n Hoà Thu?n,Hòa Thu?n,Huy?n Ph?c Hòa,1,Th? tr?n,Ph?c Hòa,1
17965,11979,,VV,th? tr?n Tà Lùng,Tà Lùng,Huy?n Ph?c Hòa,1,Th? tr?n,Ph?c Hòa,1
17967,11973,,VV,xã Cách Linh,Cách Linh,Huy?n Ph?c Hòa,1,Xã,Ph?c Hòa,1
17968,11974,,VV,xã ??i S?n,??i S?n,Huy?n Ph?c Hòa,1,Xã,Ph?c Hòa,1
17969,11976,,VV,xã H?ng ??i,H?ng ??i,Huy?n Ph?c Hòa,1,Xã,Ph?c Hòa,1
17970,11977,,VV,xã L??ng Thi?n,L??ng Thi?n,Huy?n Ph?c Hòa,1,Xã,Ph?c Hòa,1
17971,11978,,VV,xã M? H?ng,M? H?ng,Huy?n Ph?c Hòa,1,Xã,Ph?c Hòa,1
17972,11980,,VV,xã Tiên Thành,Tiên Thành,Huy?n Ph?c Hòa,1,Xã,Ph?c Hòa,1
17973,11981,,VV,xã Tri?u ?u,Tri?u ?u,Huy?n Ph?c Hòa,1,Xã,Ph?c Hòa,1
6275,10440,,VV,Th? tr?n Búng Tàu,Búng Tàu,Huy?n Ph?ng Hi?p,1,Th? tr?n,Ph?ng Hi?p,1
6274,10441,,VV,Th? tr?n Cây D??ng,Cây D??ng,Huy?n Ph?ng Hi?p,1,Th? tr?n,Ph?ng Hi?p,1
15664,10445,,VV,Th? Tr?n Kinh Cùng,Kinh Cùng,Huy?n Ph?ng Hi?p,1,Xã,Ph?ng Hi?p,0.857
6277,10439,,VV,Xã Bình Thành,Bình Thành,Huy?n Ph?ng Hi?p,1,Xã,Ph?ng Hi?p,1
6278,10442,,VV,Xã Hi?p h?ng,Hi?p H?ng,Huy?n Ph?ng Hi?p,1,Xã,Ph?ng Hi?p,1
6279,10443,,VV,Xã Hòa An,Hòa An,Huy?n Ph?ng Hi?p,1,Xã,Ph?ng Hi?p,1
6280,10444,,VV,Xã Hòa M?,Hòa M?,Huy?n Ph?ng Hi?p,1,Xã,Ph?ng Hi?p,1
6281,10446,,VV,Xã Long Th?nh,Long Th?nh,Huy?n Ph?ng Hi?p,1,Xã,Ph?ng Hi?p,1
6284,10447,,VV,Xã Ph?ng Hi?p,Ph?ng Hi?p,Huy?n Ph?ng Hi?p,1,Xã,Ph?ng Hi?p,1
6285,10448,,VV,Xã Ph??ng Bình,Ph??ng Bình,Huy?n Ph?ng Hi?p,1,Xã,Ph?ng Hi?p,1
6286,10449,,VV,Xã Ph??ng Phú,Ph??ng Phú,Huy?n Ph?ng Hi?p,1,Xã,Ph?ng Hi?p,1
6282,10450,,VV,Xã Tân Bình,Tân Bình,Huy?n Ph?ng Hi?p,1,Xã,Ph?ng Hi?p,1
6287,10451,,VV,Xã Tân Long,Tân Long,Huy?n Ph?ng Hi?p,1,Xã,Ph?ng Hi?p,1
6283,10452,,VV,Xã Tân Ph??c H?ng,Tân Ph??c H?ng,Huy?n Ph?ng Hi?p,1,Xã,Ph?ng Hi?p,1
6288,10453,,VV,Xã Th?nh Hòa,Th?nh Hòa,Huy?n Ph?ng Hi?p,1,Xã,Ph?ng Hi?p,1
8063,10731,,VV,Th? Tr?n Ph??c Long,Ph??c Long,Huy?n Ph??c Long,1,Th? tr?n,Ph??c Long,1
8069,10728,,VV,Xã H?ng Phú,H?ng Phú,Huy?n Ph??c Long,1,Xã,Ph??c Long,1
8065,10729,,VV,Xã Phong Th?nh Tây A,Phong Th?nh Tây A,Huy?n Ph??c Long,1,Xã,Ph??c Long,1
8066,10730,,VV,Xã Phong Th?nh Tây B,Phong Th?nh Tây B,Huy?n Ph??c Long,1,Xã,Ph??c Long,1
8064,10732,,VV,Xã Ph??c Long,Ph??c Long,Huy?n Ph??c Long,1,Xã,Ph??c Long,1
8067,10733,,VV,Xã V?nh Phú ?ông,V?nh Phú ?ông,Huy?n Ph??c Long,1,Xã,Ph??c Long,1
8068,10734,,VV,Xã V?nh Phú Tây,V?nh Phú Tây,Huy?n Ph??c Long,1,Xã,Ph??c Long,1
8070,10735,,VV,Xã V?nh Thanh,V?nh Thanh,Huy?n Ph??c Long,1,Xã,Ph??c Long,1
23685,2738,,VV,Th? tr?n Khâm ??c,Khâm ??c,Huy?n Ph??c S?n,1,Th? tr?n,Ph??c S?n,1
23706,2739,,VV,xã Ph??c Chánh,Ph??c Chánh,Huy?n Ph??c S?n,1,Xã,Ph??c S?n,1
23709,2740,,VV,xã Ph??c Công,Ph??c Công,Huy?n Ph??c S?n,1,Xã,Ph??c S?n,1
23697,2741,,VV,xã Ph??c ??c,Ph??c ??c,Huy?n Ph??c S?n,1,Xã,Ph??c S?n,1
23691,2742,,VV,xã Ph??c Hi?p,Ph??c Hi?p,Huy?n Ph??c S?n,1,Xã,Ph??c S?n,1
23694,2743,,VV,xã Ph??c Hoà,Ph??c Hòa,Huy?n Ph??c S?n,1,Xã,Ph??c S?n,1
23712,2744,,VV,xã Ph??c Kim,Ph??c Kim,Huy?n Ph??c S?n,1,Xã,Ph??c S?n,1
23715,2745,,VV,xã Ph??c L?c,Ph??c L?c,Huy?n Ph??c S?n,1,Xã,Ph??c S?n,1
23703,2746,,VV,xã Ph??c M?,Ph??c M?,Huy?n Ph??c S?n,1,Xã,Ph??c S?n,1
23700,2747,,VV,xã Ph??c N?ng,Ph??c N?ng,Huy?n Ph??c S?n,1,Xã,Ph??c S?n,1
23718,2748,,VV,xã Ph??c Thành,Ph??c Thành,Huy?n Ph??c S?n,1,Xã,Ph??c S?n,1
23688,2749,,VV,xã Ph??c Xuân,Ph??c Xuân,Huy?n Ph??c S?n,1,Xã,Ph??c S?n,1
20709,11655,,VV,Th? tr?n Tam S?n,Tam S?n,Huy?n Qu?n B?,1,Th? tr?n,Qu?n B?,1
20710,11646,,VV,Xã Bát ??i S?n,Bát ??i S?n,Huy?n Qu?n B?,1,Xã,Qu?n B?,1
20711,11647,,VV,Xã Cán T?,Cán T?,Huy?n Qu?n B?,1,Xã,Qu?n B?,1
20712,11648,,VV,Xã Cao Mã P?,Cao Mã P?,Huy?n Qu?n B?,1,Xã,Qu?n B?,1
20713,11649,,VV,Xã ?ông Hà,?ông Hà,Huy?n Qu?n B?,1,Xã,Qu?n B?,1
20714,11650,,VV,Xã Lùng Tám,Lùng Tám,Huy?n Qu?n B?,1,Xã,Qu?n B?,1
20715,11651,,VV,Xã Ngh?a Thu?n,Ngh?a Thu?n,Huy?n Qu?n B?,1,Xã,Qu?n B?,1
20721,11652,,VV,Xã Qu?n B?,Qu?n B?,Huy?n Qu?n B?,1,Xã,Qu?n B?,1
20716,11653,,VV,Xã Quy?t Ti?n,Quy?t Ti?n,Huy?n Qu?n B?,1,Xã,Qu?n B?,1
20717,11654,,VV,Xã T? Ván,T? Ván,Huy?n Qu?n B?,1,Xã,Qu?n B?,1
20718,11656,,VV,Xã Thái An ,Thái An,Huy?n Qu?n B?,1,Xã,Qu?n B?,0.941
20719,11657,,VV,Xã Thanh Vân,Thanh Vân,Huy?n Qu?n B?,1,Xã,Qu?n B?,1
20720,11658,,VV,Xã Tùng Vài,Tùng Vài,Huy?n Qu?n B?,1,Xã,Qu?n B?,1
22201,4389,,VV,Th? tr?n Quan Hóa,Quan Hóa,Huy?n Quan Hóa,1,Th? tr?n,Quan Hóa,1
22202,4378,,VV,xã Hi?n Chung,Hi?n Chung,Huy?n Quan Hóa,1,Xã,Quan Hóa,1
22203,4379,,VV,xã Hi?n Ki?t,Hi?n Ki?t,Huy?n Quan Hóa,1,Xã,Quan Hóa,1
22204,4380,,VV,xã H?i Xuân,H?i Xuân,Huy?n Quan Hóa,1,Xã,Quan Hóa,1
22205,4381,,VV,xã Nam ??ng,Nam ??ng,Huy?n Quan Hóa,1,Xã,Quan Hóa,1
22206,4382,,VV,xã Nam Ti?n,Nam Ti?n,Huy?n Quan Hóa,1,Xã,Quan Hóa,1
22207,4383,,VV,xã Nam Xuân,Nam Xuân,Huy?n Quan Hóa,1,Xã,Quan Hóa,1
22208,4384,,VV,xã Phú L?,Phú L?,Huy?n Quan Hóa,1,Xã,Quan Hóa,1
22209,4385,,VV,xã Phú Nghiêm,Phú Nghiêm,Huy?n Quan Hóa,1,Xã,Quan Hóa,1
22210,4386,,VV,xã Phú S?n,Phú S?n,Huy?n Quan Hóa,1,Xã,Quan Hóa,1
22211,4387,,VV,xã Phú Than,Phú Thanh,Huy?n Quan Hóa,1,Xã,Quan Hóa,0.947
22212,4388,,VV,xã Phú Xuân,Phú Xuân,Huy?n Quan Hóa,1,Xã,Quan Hóa,1
22214,4390,,VV,xã Thành S?n,Thành S?n,Huy?n Quan Hóa,1,Xã,Quan Hóa,1
22213,4391,,VV,xã Thanh Xuân,Thanh Xuân,Huy?n Quan Hóa,1,Xã,Quan Hóa,1
22215,4392,,VV,xã Thiên Ph?,Thiên Ph?,Huy?n Quan Hóa,1,Xã,Quan Hóa,1
22216,4393,,VV,xã Trung S?n,Trung S?n,Huy?n Quan Hóa,1,Xã,Quan Hóa,1
22217,4394,,VV,xã Trung Thành,Trung Thành,Huy?n Quan Hóa,1,Xã,Quan Hóa,1
22218,4395,,VV,xã Xuân Phú,Xuân Phú,Huy?n Quan Hóa,1,Xã,Quan Hóa,1
22219,4398,,VV,Th? tr?n Quan S?n,Quan S?n,Huy?n Quan S?n,1,Th? tr?n,Quan S?n,1
22220,4396,,VV,xã M??ng Mìn,M??ng Mìn,Huy?n Quan S?n,1,Xã,Quan S?n,1
22221,4397,,VV,xã Na Mèo,Na Mèo,Huy?n Quan S?n,1,Xã,Quan S?n,1
22222,4399,,VV,xã S?n ?i?n,S?n ?i?n,Huy?n Quan S?n,1,Xã,Quan S?n,1
22223,4400,,VV,xã S?n Hà,S?n Hà,Huy?n Quan S?n,1,Xã,Quan S?n,1
22224,4401,,VV,xã S?n L?,S?n L?,Huy?n Quan S?n,1,Xã,Quan S?n,1
22225,4402,,VV,xã S?n Th?y,S?n Th?y,Huy?n Quan S?n,1,Xã,Quan S?n,1
22226,4403,,VV,xã Tam L?,Tam L?,Huy?n Quan S?n,1,Xã,Quan S?n,1
22227,4404,,VV,xã Tam Thanh,Tam Thanh,Huy?n Quan S?n,1,Xã,Quan S?n,1
22229,4405,,VV,xã Trung H?,Trung H?,Huy?n Quan S?n,1,Xã,Quan S?n,1
22228,4406,,VV,xã Trung Th??ng,Trung Th??ng,Huy?n Quan S?n,1,Xã,Quan S?n,1
22230,4407,,VV,xã Trung Ti?n,Trung Ti?n,Huy?n Quan S?n,1,Xã,Quan S?n,1
22231,4408,,VV,xã Trung Xuân,Trung Xuân,Huy?n Quan S?n,1,Xã,Quan S?n,1
19019,11671,,VV,Th? tr?n Yên Bình,Yên Bình,Huy?n Quang Bình,1,Th? tr?n,Quang Bình,1
19020,11659,,VV,xã B?n R?a,B?n R?a,Huy?n Quang Bình,1,Xã,Quang Bình,1
19021,11660,,VV,Xã B?ng Lang,B?ng Lang,Huy?n Quang Bình,1,Xã,Quang Bình,1
19022,11661,,VV,Xã H??ng S?n,H??ng S?n,Huy?n Quang Bình,1,Xã,Quang Bình,1
19023,11662,,VV,Xã Nà Kh??ng,Nà Kh??ng,Huy?n Quang Bình,1,Xã,Quang Bình,1
19024,11663,,VV,Xã Tân B?c,Tân B?c,Huy?n Quang Bình,1,Xã,Quang Bình,1
19025,11664,,VV,Xã Tân Nam,Tân Nam,Huy?n Quang Bình,1,Xã,Quang Bình,1
19026,11665,,VV,Xã Tân Tr?nh,Tân Tr?nh,Huy?n Quang Bình,1,Xã,Quang Bình,1
19027,11666,,VV,Xã Ti?n Nguyên,Tiên Nguyên,Huy?n Quang Bình,1,Xã,Quang Bình,1
19028,11667,,VV,Xã Tiên Yên,Tiên Yên,Huy?n Quang Bình,1,Xã,Quang Bình,1
19029,11668,,VV,Xã V? Th??ng,V? Th??ng,Huy?n Quang Bình,1,Xã,Quang Bình,1
19030,11669,,VV,Xã Xuân Giang,Xuân Giang,Huy?n Quang Bình,1,Xã,Quang Bình,1
19031,11670,,VV,Xã Xuân Minh,Xuân Minh,Huy?n Quang Bình,1,Xã,Quang Bình,1
19032,11672,,VV,Xã Yên Hà,Yên Hà,Huy?n Quang Bình,1,Xã,Quang Bình,1
19033,11673,,VV,Xã Yên Thành,Yên Thành,Huy?n Quang Bình,1,Xã,Quang Bình,1
16550,3617,,VV,Th? tr?n S?a,S?a,Huy?n Qu?ng ?i?n,1,Th? tr?n,Qu?ng ?i?n,1
16556,3607,,VV,Xã Qu?ng An,Qu?ng An,Huy?n Qu?ng ?i?n,1,Xã,Qu?ng ?i?n,1
16551,3608,,VV,Xã Qu?ng Công,Qu?ng Công,Huy?n Qu?ng ?i?n,1,Xã,Qu?ng ?i?n,1
16557,3609,,VV,Xã Qu?ng L?i,Qu?ng L?i,Huy?n Qu?ng ?i?n,1,Xã,Qu?ng ?i?n,1
16552,3610,,VV,Xã Qu?ng Ng?n,Qu?ng Ng?n,Huy?n Qu?ng ?i?n,1,Xã,Qu?ng ?i?n,1
16558,3611,,VV,Xã Qu?ng Phú,Qu?ng Phú,Huy?n Qu?ng ?i?n,1,Xã,Qu?ng ?i?n,1
16553,3612,,VV,Xã Qu?ng Ph??c,Qu?ng Ph??c,Huy?n Qu?ng ?i?n,1,Xã,Qu?ng ?i?n,1
16559,3613,,VV,Xã Qu?ng Thái,Qu?ng Thái,Huy?n Qu?ng ?i?n,1,Xã,Qu?ng ?i?n,1
16554,3614,,VV,Xã Qu?ng Thành,Qu?ng Thành,Huy?n Qu?ng ?i?n,1,Xã,Qu?ng ?i?n,1
16560,3615,,VV,Xã Qu?ng Th?,Qu?ng Th?,Huy?n Qu?ng ?i?n,1,Xã,Qu?ng ?i?n,1
16555,3616,,VV,Xã Qu?ng Vinh,Qu?ng Vinh,Huy?n Qu?ng ?i?n,1,Xã,Qu?ng ?i?n,1
21171,10092,,VV,xã C?nh D??ng,C?nh D??ng,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
21181,10094,,VV,xã Phù Hoá,Phù Hóa,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
21169,10095,,VV,xã Qu?ng Châu,Qu?ng Châu,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
21165,10096,,VV,xã Qu?ng ?ông,Qu?ng ?ông,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
21165,10104,,VV,xã Qu?ng ?ông,Qu?ng Long,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,0.909
21164,10098,,VV,xã Qu?ng H?p,Qu?ng Hoà,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,0.9
21164,10099,,VV,xã Qu?ng H?p,Qu?ng H?p,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
21164,10115,,VV,xã Qu?ng H?p,Qu?ng Th?,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,0.9
21172,10100,,VV,xã Qu?ng H?ng,Qu?ng H?ng,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
21166,10101,,VV,xã Qu?ng Kim,Qu?ng Kim,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
21180,10102,,VV,xã Qu?ng Liên,Qu?ng Liên,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
21176,10105,,VV,xã Qu?ng L?u,Qu?ng L?u,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
21167,10108,,VV,xã Qu?ng Phú,Qu?ng Phú,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
21167,10109,,VV,xã Qu?ng Phú,Qu?ng Phúc,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,0.952
21175,10110,,VV,xã Qu?ng Ph??ng,Qu?ng Ph??ng,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
21178,10113,,VV,xã Qu?ng Th?ch,Qu?ng Th?ch,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
34753,10112,,VV,xã Qu?ng Thanh,Qu?ng Tân,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,0.909
34753,10114,,VV,xã Qu?ng Thanh,Qu?ng Thanh,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
21177,10117,,VV,xã Qu?ng Ti?n,Qu?ng Tiên,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
21177,10118,,VV,xã Qu?ng Ti?n,Qu?ng Ti?n,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
21179,10120,,VV,xã Qu?ng Tr??ng,Qu?ng Tr??ng,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
21170,10121,,VV,xã Qu?ng Tùng,Qu?ng Tùng,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
21173,10123,,VV,xã Qu?ng Xuân,Qu?ng Xuân,Huy?n Qu?ng Tr?ch,1,Xã,Qu?ng Tr?ch,1
17974,11995,,VV,th? tr?n Qu?ng Uyên,Qu?ng Uyên,Huy?n Qu?ng Uyên,1,Th? tr?n,Qu?ng Uyên,1
17975,11982,,VV,xã Bình L?ng,Bình L?ng,Huy?n Qu?ng Uyên,1,Xã,Qu?ng Uyên,1
17976,11983,,VV,xã Cai B?,Cai B?,Huy?n Qu?ng Uyên,1,Xã,Qu?ng Uyên,1
17977,11984,,VV,xã Chí Th?o,Chí Th?o,Huy?n Qu?ng Uyên,1,Xã,Qu?ng Uyên,1
34785,11985,,VV,xã ?oài Khôn,?oài Khôn,Huy?n Qu?ng Uyên,1,Xã,Qu?ng Uyên,1
17978,11986,,VV,xã ??c L?p,??c L?p,Huy?n Qu?ng Uyên,1,Xã,Qu?ng Uyên,1
17979,11987,,VV,xã H?nh Phúc,H?nh Phúc,Huy?n Qu?ng Uyên,1,Xã,Qu?ng Uyên,1
34789,11988,,VV,xã Hoàng H?i,Hoàng H?i,Huy?n Qu?ng Uyên,1,Xã,Qu?ng Uyên,1
17980,11989,,VV,xã H?ng ??nh,H?ng ??nh,Huy?n Qu?ng Uyên,1,Xã,Qu?ng Uyên,1
17981,11990,,VV,xã H?ng Quang,H?ng Quang,Huy?n Qu?ng Uyên,1,Xã,Qu?ng Uyên,1
17982,11991,,VV,xã Ng?c ??ng,Ng?c ??ng,Huy?n Qu?ng Uyên,1,Xã,Qu?ng Uyên,1
17983,11992,,VV,xã Phi H?i,Phi H?i,Huy?n Qu?ng Uyên,1,Xã,Qu?ng Uyên,1
17984,11993,,VV,xã Phúc Sen,Phúc Sen,Huy?n Qu?ng Uyên,1,Xã,Qu?ng Uyên,1
17985,11994,,VV,xã Qu?ng H?ng,Qu?ng H?ng,Huy?n Qu?ng Uyên,1,Xã,Qu?ng Uyên,1
17986,11996,,VV,xã Qu?c Dân,Qu?c Dân,Huy?n Qu?ng Uyên,1,Xã,Qu?ng Uyên,1
17987,11997,,VV,xã Qu?c Phong,Qu?c Phong,Huy?n Qu?ng Uyên,1,Xã,Qu?ng Uyên,1
17988,11998,,VV,xã T? Do,T? Do,Huy?n Qu?ng Uyên,1,Xã,Qu?ng Uyên,1
17070,4437,,VV,Th? tr?n Qu?ng X??ng ,Qu?ng X??ng,Huy?n Qu?ng X??ng,1,Th? tr?n,Qu?ng X??ng,0.963
17086,4409,,VV,xã Qu?ng Bình,Qu?ng Bình,Huy?n Qu?ng X??ng,1,Xã,Qu?ng X??ng,1
17087,4410,,VV,xã Qu?ng Chính,Qu?ng Chính,Huy?n Qu?ng X??ng,1,Xã,Qu?ng X??ng,1
17078,4411,,VV,xã Qu?ng ??nh,Qu?ng ??nh,Huy?n Qu?ng X??ng,1,Xã,Qu?ng X??ng,1
17088,4412,,VV,xã Qu?ng ??c,Qu?ng ??c,Huy?n Qu?ng X??ng,1,Xã,Qu?ng X??ng,1
17085,4413,,VV,xã Qu?ng Giao,Qu?ng Giao,Huy?n Qu?ng X??ng,1,Xã,Qu?ng X??ng,1
17089,4414,,VV,xã Qu?ng H?i,Qu?ng H?i,Huy?n Qu?ng X??ng,1,Xã,Qu?ng X??ng,1
17090,4415,,VV,xã Qu?ng Hòa,Qu?ng Hòa,Huy?n Qu?ng X??ng,1,Xã,Qu?ng X??ng,1
17091,4416,,VV,xã Qu?ng H?p,Qu?ng H?p,Huy?n Qu?ng X??ng,1,Xã,Qu?ng X??ng,1
17092,4417,,VV,xã Qu?ng Khê,Qu?ng Khê,Huy?n Qu?ng X??ng,1,Xã,Qu?ng X??ng,1
17093,4418,,VV,xã Qu?ng L?nh,Qu?ng L?nh,Huy?n Qu?ng X??ng,1,Xã,Qu?ng X??ng,1
17094,4419,,VV,xã Qu?ng L?c,Qu?ng L?c,Huy?n Qu?ng X??ng,1,Xã,Qu?ng X??ng,1
17095,4420,,VV,xã Qu?ng L?i,Qu?ng L?i,Huy?n Qu?ng X??ng,1,Xã,Qu?ng X??ng,1
