address_id,address_service_id, Simillar,address_name,address_service_name,address_type,address_service_prefix,address_parent,address-service_parent
14199,39704,1,đường E18,E18,2,Đường,Thành phố Lào Cai,Lào Cai
14385,39709,1,đường Hà Bổng,Hà Bổng,2,Đường,Thành phố Lào Cai,Lào Cai
14441,39714,1,đường Hoa Quán,Hoa Quán,2,Đường,Thành phố Lào Cai,Lào Cai
14437,39717,1,đường Hoàng Diệu,Hoàng Diệu,2,Đường,Thành phố Lào Cai,Lào Cai
14207,39719,1,đường Hoàng Liên,Hoàng Liên,2,Đường,Thành phố Lào Cai,Lào Cai
14530,39720,1,đường Hoàng Quốc Việt,Hoàng Quốc Việt,2,Đường,Thành phố Lào Cai,Lào Cai
14126,39721,1,đường Hoàng Quy,Hoàng Quy,2,Đường,Thành phố Lào Cai,Lào Cai
14349,39722,1,đường Hoàng Sào,Hoàng Sào,2,Đường,Thành phố Lào Cai,Lào Cai
14145,39723,1,đường Hoàng Trường Minh,Hoàng Trường Minh,2,Đường,Thành phố Lào Cai,Lào Cai
14249,39724,1,đường Hoàng Văn Thụ,Hoàng Văn Thụ,2,Đường,Thành phố Lào Cai,Lào Cai
14240,39726,1,đường Hồng Hà,Hồng Hà,2,Đường,Thành phố Lào Cai,Lào Cai
14494,7694,1,xã Hợp Thành,Hợp Thành,1,Xã,Thành phố Lào Cai,Lào Cai
14306,39727,1,đường Hưng Hóa,Hưng Hóa,2,Đường,Thành phố Lào Cai,Lào Cai
14353,39730,1,đường Khúc Thừa Dụ,Khúc Thừa Dụ,2,Phố,Thành phố Lào Cai,Lào Cai
13671,7695,1,phường Kim Tân,Kim Tân,1,Phường,Thành phố Lào Cai,Lào Cai
14364,39731,1,đường Kim Thành,Kim Thành,2,Đường,Thành phố Lào Cai,Lào Cai
14124,39733,1,đường Lạc Sơn,Lạc Sơn,2,Đường,Thành phố Lào Cai,Lào Cai
13733,7696,1,phường Lào Cai,Lào Cai,1,Phường,Thành phố Lào Cai,Lào Cai
1795,493,1,Thành phố Lào Cai,Lào Cai,3,Thành phố,Lào Cai,Lào Cai
14360,39735,1,đường Lê Đại Hành,Lê Đại Hành,2,Đường,Thành phố Lào Cai,Lào Cai
14260,39737,1,đường Lê Hồng Phong,Lê Hồng Phong,2,Đường,Thành phố Lào Cai,Lào Cai
14354,39738,1,đường Lê Lai,Lê Lai,2,Đường,Thành phố Lào Cai,Lào Cai
14131,39739,1,đường Lê Thanh,Lê Thanh,2,Đường,Thành phố Lào Cai,Lào Cai
14274,39740,1,đường Lê Thánh Tông,Lê Thánh Tông,2,Đường,Thành phố Lào Cai,Lào Cai
14338,39741,1,đường Lê Thị Hồng Gấm,Lê Thị Hồng Gấm,2,Đường,Thành phố Lào Cai,Lào Cai
14202,39742,1,đường Lê Thiết Hùng,Lê Thiết Hùng,2,Đường,Thành phố Lào Cai,Lào Cai
14136,39743,1,đường Lê Văn Thiêm,Lê Văn Thiêm,2,Phố,Thành phố Lào Cai,Lào Cai
14210,39744,1,đường Lê Văn Thịnh,Lê Văn Thịnh,2,Đường,Thành phố Lào Cai,Lào Cai
14190,39747,1,đường Lưu Hữu Phước,Lưu Hữu Phước,2,Đường,Thành phố Lào Cai,Lào Cai
14347,39748,1,đường Lý Công Uẩn,Lý Công Uẩn,2,Đường,Thành phố Lào Cai,Lào Cai
14351,39749,1,đường Lý Đạo Thành,Lý Đạo Thành,2,Đường,Thành phố Lào Cai,Lào Cai
14286,39757,1,đường Mã Yên Sơn,Mã Yên Sơn,2,Đường,Thành phố Lào Cai,Lào Cai
14320,39760,1,đường Minh Khai,Minh Khai,2,Đường,Thành phố Lào Cai,Lào Cai
14116,39761,1,đường Mường Hoa,Mường Hoa,2,Đường,Thành phố Lào Cai,Lào Cai
1791,494,1,Huyện Mường Khương,Mường Khương,7,Huyện,Lào Cai,Lào Cai
14362,39762,1,đường Mường Than,Mường Than,2,Đường,Thành phố Lào Cai,Lào Cai
13710,7697,1,phường Nam Cường,Nam Cường,1,Phường,Thành phố Lào Cai,Lào Cai
13744,39775,1,đường Ngô Quyền,Ngô Quyền,2,Đường,Thành phố Lào Cai,Lào Cai
14345,39777,1,đường Ngô Thì Nhậm,Ngô Thì Nhậm,2,Đường,Thành phố Lào Cai,Lào Cai
14322,39778,1,đường Ngô Văn Sở,Ngô Văn Sở,2,Đường,Thành phố Lào Cai,Lào Cai
14179,39784,1,đường Nguyễn Bỉnh Khiêm,Nguyễn Bỉnh Khiêm,2,Đường,Thành phố Lào Cai,Lào Cai
14356,39789,1,đường Nguyễn Đình Thi,Nguyễn Đình Thi,2,Đường,Thành phố Lào Cai,Lào Cai
14344,39790,1,đường Nguyễn Du,Nguyễn Du,2,Đường,Thành phố Lào Cai,Lào Cai
14233,39791,1,đường Nguyễn Đức Cảnh,Nguyễn Đức Cảnh,2,Đường,Thành phố Lào Cai,Lào Cai
14298,39792,1,đường Nguyễn Huệ,Nguyễn Huệ,2,Đường,Thành phố Lào Cai,Lào Cai
14229,39799,1,đường Nguyễn Thế Lộc,Nguyễn Thế Lộc,2,Đường,Thành phố Lào Cai,Lào Cai
14119,39801,1,đường Nguyễn Thị Định,Nguyễn Thị Định,2,Đường,Thành phố Lào Cai,Lào Cai
14151,39804,1,đường Nguyễn Trung Trực,Nguyễn Trung Trực,2,Đường,Thành phố Lào Cai,Lào Cai
14282,39805,1,đường Nguyễn Trường Tộ,Nguyễn Trường Tộ,2,Đường,Thành phố Lào Cai,Lào Cai
14173,39809,1,đường Nhạc Sơn,Nhạc Sơn,2,Đường,Thành phố Lào Cai,Lào Cai
14367,39810,1,đường Phạm Ngọc Thạch,Phạm Ngọc Thạch,2,Đường,Thành phố Lào Cai,Lào Cai
14342,39812,1,đường Phạm Văn Khải,Phạm Văn Khả,2,Đường,Thành phố Lào Cai,Lào Cai
14340,39813,1,đường Phạm Văn Xảo,Phạm Văn Xảo,2,Đường,Thành phố Lào Cai,Lào Cai
14324,39815,1,đường Phan Đình Phùng,Phan Đình Phùng,2,Đường,Thành phố Lào Cai,Lào Cai
14223,39816,1,đường Phan Huy Ích,Phan Huy Ích,2,Đường,Thành phố Lào Cai,Lào Cai
13719,7699,1,phường Phố Mới,Phố Mới,1,Phường,Thành phố Lào Cai,Lào Cai
14206,39818,1,đường Phùng Chí Kiên,Phùng Chí Kiên,2,Phố,Thành phố Lào Cai,Lào Cai
13714,7700,1,phường Pom Hán,Pom Hán,1,Phường,Thành phố Lào Cai,Lào Cai
14212,39820,1,đường Quang Thái,Quang Thái,2,Đường,Thành phố Lào Cai,Lào Cai
1792,495,1,Huyện Sa Pa,Sa Pa,7,Huyện,Lào Cai,Lào Cai
1793,497,1,Huyện Si Ma Cai,Si Ma Cai,7,Huyện,Lào Cai,Lào Cai
14188,39828,1,đường Sơn Đạo,Sơn Đạo,2,Đường,Thành phố Lào Cai,Lào Cai
14128,39829,1,đường Sơn Tùng,Sơn Tùng,2,Đường,Thành phố Lào Cai,Lào Cai
13822,7701,1,xã Tả Phời,Tả Phời,1,Xã,Thành phố Lào Cai,Lào Cai
14125,39836,1,đường Tân Lập,Tân Lập,2,Đường,Thành phố Lào Cai,Lào Cai
14256,39837,1,đường Tân Tiến,Tân Tiến,2,Đường,Thành phố Lào Cai,Lào Cai
14224,39839,1,đường Thanh Niên,Thanh Niên,2,Đường,Thành phố Lào Cai,Lào Cai
13729,7702,1,phường Thống Nhất,Thống Nhất,1,Phường,Thành phố Lào Cai,Lào Cai
14259,39843,1,đường Tôn Thất Thuyết,Tôn Thất Thuyết,2,Đường,Thành phố Lào Cai,Lào Cai
14321,39844,1,đường Trần Đại Nghĩa,Trần Đại Nghĩa,2,Phố,Thành phố Lào Cai,Lào Cai
14193,39845,1,đường Trần Đăng Ninh,Trần Đăng Ninh,2,Đường,Thành phố Lào Cai,Lào Cai
14117,39847,1,đường Trần Hưng Đạo,Trần Hưng Đạo,2,Đường,Thành phố Lào Cai,Lào Cai
14283,39849,1,đường Trần Nhật Duật,Trần Nhật Duật,2,Đường,Thành phố Lào Cai,Lào Cai
14265,39854,1,đường Triệu Quang Phục,Triệu Quang Phục,2,Đường,Thành phố Lào Cai,Lào Cai
14287,39856,1,đường Tuệ Tĩnh,Tuệ Tĩnh,2,Đường,Thành phố Lào Cai,Lào Cai
1794,496,1,Huyện Văn Bàn,Văn Bàn,7,Huyện,Lào Cai,Lào Cai
13824,7703,1,xã Vạn Hòa,Vạn Hòa,1,Xã,Thành phố Lào Cai,Lào Cai
14121,39857,1,đường Võ Đại Huệ,Võ Đại Huệ,2,Đường,Thành phố Lào Cai,Lào Cai
14114,39858,1,đường Võ Nguyên Giáp,Võ Nguyên Giáp,2,Đường,Thành phố Lào Cai,Lào Cai
14252,39859,1,đường Võ Văn Tần,Võ Văn Tần,2,Đường,Thành phố Lào Cai,Lào Cai
14408,39862,1,đường Xuân Diệu,Xuân Diệu,2,Đường,Thành phố Lào Cai,Lào Cai
13818,7704,1,phường Xuân Tăng,Xuân Tăng,1,Phường,Thành phố Lào Cai,Lào Cai
14281,39866,1,đường Yết Kiêu,Yết Kiêu,2,Đường,Thành phố Lào Cai,Lào Cai
6419,7209,1,Bắc Bình,Bắc Bình,1,Xã,Huyện Lập Thạch,Lập Thạch
6420,7210,1,Bàn Giản,Bàn Giản,1,Xã,Huyện Lập Thạch,Lập Thạch
6421,7211,1,Đình Chu,Đình Chu,1,Xã,Huyện Lập Thạch,Lập Thạch
6422,7212,1,Đồng Ích,Đồng Ích,1,Xã,Huyện Lập Thạch,Lập Thạch
6418,7213,1,TT Hoa Sơn,Hoa Sơn,1,Thị trấn,Huyện Lập Thạch,Lập Thạch
6423,7214,1,Hợp Lý,Hợp Lý,1,Xã,Huyện Lập Thạch,Lập Thạch
6417,7215,1,TT Lập Thạch,Lập Thạch,1,Thị trấn,Huyện Lập Thạch,Lập Thạch
6424,7216,1,Liên Hòa,Liên Hòa,1,Xã,Huyện Lập Thạch,Lập Thạch
6425,7217,1,Liễn Sơn,Liễn Sơn,1,Xã,Huyện Lập Thạch,Lập Thạch
6426,7218,1,Ngọc Mỹ,Ngọc Mỹ,1,Xã,Huyện Lập Thạch,Lập Thạch
6427,7219,1,Quang Sơn,Quang Sơn,1,Xã,Huyện Lập Thạch,Lập Thạch
6428,7220,1,Sơn Đông,Sơn Đông,1,Xã,Huyện Lập Thạch,Lập Thạch
6429,7221,1,Thái Hòa,Thái Hòa,1,Xã,Huyện Lập Thạch,Lập Thạch
6430,7222,1,Tiên Lữ,Tiên Lữ,1,Xã,Huyện Lập Thạch,Lập Thạch
6431,7223,1,Triệu Đề,Triệu Đề,1,Xã,Huyện Lập Thạch,Lập Thạch
6432,7224,1,Tử Du,Tử Du,1,Xã,Huyện Lập Thạch,Lập Thạch
24133,7225,1,Văn Quán,Văn Quán,1,Xã,Huyện Lập Thạch,Lập Thạch
6434,7226,1,Vân Trục,Vân Trục,1,Xã,Huyện Lập Thạch,Lập Thạch
6435,7227,1,Xuân Hòa,Xuân Hòa,1,Xã,Huyện Lập Thạch,Lập Thạch
6436,7228,1,Xuân Lôi,Xuân Lôi,1,Xã,Huyện Lập Thạch,Lập Thạch
16091,9699,1,Xã Bình Thành,Bình Thành,1,Xã,Huyện Lấp Vò,Lấp Vò
16092,9700,1,Xã Bình Thạnh Trung,Bình Thạnh Trung,1,Xã,Huyện Lấp Vò,Lấp Vò
16093,9701,1,Xã Định An,Định An,1,Xã,Huyện Lấp Vò,Lấp Vò
16094,9702,1,Xã Định Yên,Định Yên,1,Xã,Huyện Lấp Vò,Lấp Vò
16095,9703,1,Xã Hội An Đông,Hội An Đông,1,Xã,Huyện Lấp Vò,Lấp Vò
16090,9704,1,Thị trấn Lấp Vò,Lấp Vò,1,Thị trấn,Huyện Lấp Vò,Lấp Vò
16096,9705,1,Xã Long Hưng A,Long Hưng A,1,Xã,Huyện Lấp Vò,Lấp Vò
16097,9706,1,Xã Long Hưng B,Long Hưng B,1,Xã,Huyện Lấp Vò,Lấp Vò
16098,9707,1,Xã Mỹ An Hưng A,Mỹ An Hưng A,1,Xã,Huyện Lấp Vò,Lấp Vò
16099,9708,1,Xã Mỹ An Hưng B,Mỹ An Hưng B,1,Xã,Huyện Lấp Vò,Lấp Vò
16100,9709,1,Xã Tân Khánh Trung,Tân Khánh Trung,1,Xã,Huyện Lấp Vò,Lấp Vò
16101,9710,1,Xã Tân Mỹ,Tân Mỹ,1,Xã,Huyện Lấp Vò,Lấp Vò
16102,9711,1,Xã Vĩnh Thạnh,Vĩnh Thạnh,1,Xã,Huyện Lấp Vò,Lấp Vò
13411,29158,1,An Dương,An Dương,2,Đường,Quận Lê Chân,Lê Chân
13165,29159,1,An Kim Hải,An Kim Hải,2,Đường,Quận Lê Chân,Lê Chân
13386,29161,1,Cát Cụt,Cát Cụt,2,Đường,Quận Lê Chân,Lê Chân
10567,29163,1,Cát Dài,Cát Dài,2,Đường,Quận Lê Chân,Lê Chân
10658,29164,1,Cầu Cáp,Cầu Cáp,2,Đường,Quận Lê Chân,Lê Chân
13416,29164,1,Cầu Cáp,Cầu Cáp,2,Đường,Quận Lê Chân,Lê Chân
13410,29166,1,Cầu Niệm,Cầu Niệm,2,Đường,Quận Lê Chân,Lê Chân
13174,29168,1,Cầu Rào 2,Cầu Rào 2,2,Đường,Quận Lê Chân,Lê Chân
13375,29170,1,Chợ Con,Chợ Con,2,Đường,Quận Lê Chân,Lê Chân
13418,29172,1,Chợ Đôn,Chợ Đôn,2,Phố,Quận Lê Chân,Lê Chân
13371,29173,1,Chợ Hàng,Chợ Hàng,2,Đường,Quận Lê Chân,Lê Chân
13392,29178,1,Chùa Hàng,Chùa Hàng,2,Đường,Quận Lê Chân,Lê Chân
13390,29181,1,Chợ Cột Đèn,Cột Đèn,2,Đường,Quận Lê Chân,Lê Chân
13412,29184,1,Đặng Kim Nở,Đặng Kim Nở,2,Đường,Quận Lê Chân,Lê Chân
13357,29185,1,Đặng Ma La,Đặng Ma La,2,Phố,Quận Lê Chân,Lê Chân
13355,29186,1,Đào Nhuận,Đào Nhuận,2,Phố,Quận Lê Chân,Lê Chân
13377,29188,1,Đình Đông,Đình Đông,2,Đường,Quận Lê Chân,Lê Chân
13409,29189,1,Đinh Nhu,Đinh Nhu,2,Đường,Quận Lê Chân,Lê Chân
5844,29191,1,Đoàn Kết,Đoàn Kết,2,Đường,Quận Lê Chân,Lê Chân
13366,29194,1,Đồng Thiện,Đồng Thiện,2,Phố,Quận Lê Chân,Lê Chân
13389,29198,1,Dư Hàng,Dư Hàng,2,Đường,Quận Lê Chân,Lê Chân
13361,29200,1,Dương Đình Nghệ,Dương Đình Nghệ,2,Đường,Quận Lê Chân,Lê Chân
13404,29202,1,Hai Bà Trưng,Hai Bà Trưng,2,Phố,Quận Lê Chân,Lê Chân
13419,29203,1,ngõ Hàng Gà,Hàng Gà,2,Phố,Quận Lê Chân,Lê Chân
5850,29204,1,Hàng Kênh,Hàng Kênh,2,Đường,Quận Lê Chân,Lê Chân
13171,29205,1,Hào Khê,Hào Khê,2,Đường,Quận Lê Chân,Lê Chân
13391,29207,1,Hồ Sen,Hồ Sen,2,Đường,Quận Lê Chân,Lê Chân
13382,29208,1,Hoàng Minh Thảo,Hoàng Minh Thảo,2,Đường,Quận Lê Chân,Lê Chân
13356,29209,1,Hoàng Ngọc Phách,Hoàng Ngọc Phách,2,Phố,Quận Lê Chân,Lê Chân
13388,29210,1,Hoàng Quý,Hoàng Quý,2,Đường,Quận Lê Chân,Lê Chân
13367,29211,1,Khúc Thừa Dụ,Khúc Thừa Dụ,2,Phố,Quận Lê Chân,Lê Chân
13096,29214,1,Lạch Tray,Lạch Tray,2,Phố,Quận Lê Chân,Lê Chân
5853,29215,1,Lam Sơn,Lam Sơn,2,Đường,Quận Lê Chân,Lê Chân
13415,29215,1,Lam Sơn,Lam Sơn,2,Đường,Quận Lê Chân,Lê Chân
13387,29216,1,Lâm Tường,Lâm Tường,2,Đường,Quận Lê Chân,Lê Chân
10566,29217,1,Lán Bè,Lán Bè,2,Đường,Quận Lê Chân,Lê Chân
13397,29217,1,Lán Bè,Lán Bè,2,Đường,Quận Lê Chân,Lê Chân
13209,29218,1,Lê Chân,Lê Chân,2,Đường,Quận Lê Chân,Lê Chân
13353,29221,1,Lê Văn Thuyết,Lê Văn Thuyết,2,Phố,Quận Lê Chân,Lê Chân
13414,29222,1,Lửa Hồng,Lửa Hồng,2,Đường,Quận Lê Chân,Lê Chân
13359,29227,1,Ngô Kim Tài,Ngô Kim Tài,2,Đường,Quận Lê Chân,Lê Chân
13401,29228,1,Nguyễn Bình,Nguyễn Bình,2,Đường,Quận Lê Chân,Lê Chân
10562,29229,1,Nguyễn Công Hòa,Nguyễn Công Hòa,2,Phố,Quận Lê Chân,Lê Chân
13408,29229,1,Nguyễn Công Hòa,Nguyễn Công Hòa,2,Phố,Quận Lê Chân,Lê Chân
13369,29230,1,Nguyễn Công Trứ,Nguyễn Công Trứ,2,Đường,Quận Lê Chân,Lê Chân
13179,29231,1,Nguyễn Đức Cảnh,Nguyễn Đức Cảnh,2,Đường,Quận Lê Chân,Lê Chân
5846,29232,1,Nguyên Hồng,Nguyên Hồng,2,Đường,Quận Lê Chân,Lê Chân
13362,29233,1,Nguyễn Sơn Hà,Nguyễn Sơn Hà,2,Đường,Quận Lê Chân,Lê Chân
13358,29234,1,Nguyễn Tất Tố,Nguyễn Tất Tố,2,Phố,Quận Lê Chân,Lê Chân
13413,29235,1,Nguyễn Tường Loan,Nguyễn Tường Loan,2,Đường,Quận Lê Chân,Lê Chân
10604,29236,1,Nguyễn Văn Linh,Nguyễn Văn Linh,2,Đường,Quận Lê Chân,Lê Chân
13393,29236,1,Nguyễn Văn Linh,Nguyễn Văn Linh,2,Đường,Quận Lê Chân,Lê Chân
13417,29237,1,Phạm Hữu Điều,Phạm Hữu Điều,2,Đường,Quận Lê Chân,Lê Chân
13396,29238,1,Phạm Huy Thông,Phạm Huy Thông,2,Phố,Quận Lê Chân,Lê Chân
13395,29239,1,Phạm Tử Nghi,Phạm Tử Nghi,2,Đường,Quận Lê Chân,Lê Chân
5854,29241,1,Quán Nam,Quán Nam,2,Đường,Quận Lê Chân,Lê Chân
13163,29246,1,Thiên Lôi,Thiên Lôi,2,Đường,Quận Lê Chân,Lê Chân
13403,29246,1,Thiên Lôi,Thiên Lôi,2,Đường,Quận Lê Chân,Lê Chân
13177,29249,1,Tô Hiệu,Tô Hiệu,2,Đường,Quận Lê Chân,Lê Chân
13399,29250,1,Tôn Đức Thắng,Tôn Đức Thắng,2,Phố,Quận Lê Chân,Lê Chân
13354,29251,1,Trại Lẻ,Trại Lẻ,2,Đường,Quận Lê Chân,Lê Chân
5857,29252,1,Trần Nguyên Hãn,Trần Nguyên Hãn,2,Phố,Quận Lê Chân,Lê Chân
13363,29254,1,Trực Cát,Trực Cát,2,Phố,Quận Lê Chân,Lê Chân
5848,29257,1,Vĩnh Cát,Vĩnh Cát,2,Phố,Quận Lê Chân,Lê Chân
13364,29259,1,Vĩnh Tiến,Vĩnh Tiến,2,Phố,Quận Lê Chân,Lê Chân
13402,29262,1,Võ Nguyên Giáp,Võ Nguyên Giáp,2,Đường,Quận Lê Chân,Lê Chân
13384,29264,1,Vũ Chí Thắng,Vũ Chí Thắng,2,Đường,Quận Lê Chân,Lê Chân
18983,10033,1,xã Cam Thủy,Cam Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18978,10034,1,xã Dương Thủy,Dương Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18994,10035,1,xã Hoa Thủy,Hoa Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18985,10036,1,xã Hồng Thủy,Hồng Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18982,10037,1,xã Hưng Thủy,Hưng Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18970,10038,1,Thị trấn Kiến Giang,Kiến Giang,1,Thị trấn,Huyện Lệ Thủy,Lệ Thủy
18995,10039,1,xã Kim Thủy,Kim Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18997,10040,1,xã Lâm Thủy,Lâm Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18976,10041,1,xã Liên Thủy,Liên Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18974,10042,1,xã Lộc Thủy,Lộc Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18989,10043,1,xã Mai Thủy,Mai Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18979,10044,1,xã Mỹ Thủy,Mỹ Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18996,10045,1,xã Ngân Thủy,Ngân Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18986,10046,1,xã Ngư Thủy Bắc,Ngư Thủy Bắc,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18988,10047,1,xã Ngư Thủy Nam,Ngư Thủy Nam,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18987,10048,1,xã Ngư Thủy Trung,Ngư Thủy Trung,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18973,10050,1,xã Phong Thủy,Phong Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18990,10051,1,xã Phú Thủy,Phú Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18981,10052,1,xã Sen Thủy,Sen Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18991,10053,1,xã Sơn Thủy,Sơn Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18977,10054,1,xã Tân Thủy,Tân Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18980,10055,1,xã Thái Thủy,Thái Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18984,10056,1,xã Thanh Thủy,Thanh Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18992,10057,1,xã Trường Thủy,Trường Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18993,10058,1,xã Văn Thủy,Văn Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
18975,10059,1,xã Xuân Thủy,Xuân Thủy,1,Xã,Huyện Lệ Thủy,Lệ Thủy
5327,1716,1,Phường Hòa Hiệp Bắc,Hòa Hiệp Bắc,1,Phường,Quận Liên Chiểu,Liên Chiểu
5326,1717,1,Phường Hòa Hiệp Nam,Hòa Hiệp Nam,1,Phường,Quận Liên Chiểu,Liên Chiểu
5323,1718,1,Phường Hòa Khánh Bắc,Hòa Khánh Bắc,1,Phường,Quận Liên Chiểu,Liên Chiểu
5325,1719,1,Phường Hòa Khánh Nam,Hòa Khánh Nam,1,Phường,Quận Liên Chiểu,Liên Chiểu
5324,1720,1,Phường Hòa Minh,Hòa Minh,1,Phường,Quận Liên Chiểu,Liên Chiểu
17772,11441,1,xã Ái Quốc,Ái Quốc,1,Xã,Huyện Lộc Bình,Lộc Bình
17773,11442,1,xã Bằng Khánh,Bằng Khánh,1,Xã,Huyện Lộc Bình,Lộc Bình
17774,11443,1,xã Đồng Bục,Đồng Bục,1,Xã,Huyện Lộc Bình,Lộc Bình
17775,11444,1,xã Đông Quan,Đông Quan,1,Xã,Huyện Lộc Bình,Lộc Bình
17776,11445,1,xã Hiệp Hạ,Hiệp Hạ,1,Xã,Huyện Lộc Bình,Lộc Bình
17777,11446,1,xã Hữu Khánh,Hữu Khánh,1,Xã,Huyện Lộc Bình,Lộc Bình
17778,11447,1,xã Hữu Lân,Hữu Lân,1,Xã,Huyện Lộc Bình,Lộc Bình
17779,11448,1,xã Khuất Xá,Khuất Xá,1,Xã,Huyện Lộc Bình,Lộc Bình
17770,11449,1,thị trấn Lộc Bình,Lộc Bình,1,Thị trấn,Huyện Lộc Bình,Lộc Bình
17780,11450,1,xã Lợi Bác,Lợi Bác,1,Xã,Huyện Lộc Bình,Lộc Bình
17782,11451,1,xã Lục Thôn,Lục Thôn,1,Xã,Huyện Lộc Bình,Lộc Bình
17783,11452,1,xã Mẫu Sơn,Mẫu Sơn,1,Xã,Huyện Lộc Bình,Lộc Bình
17784,11453,1,xã Minh Phát,Minh Phát,1,Xã,Huyện Lộc Bình,Lộc Bình
17771,11454,1,thị trấn Na Dương,Na Dương,1,Thị trấn,Huyện Lộc Bình,Lộc Bình
17785,11455,1,xã Nam Quan,Nam Quan,1,Xã,Huyện Lộc Bình,Lộc Bình
17786,11456,1,xã Như Khuê,Như Khuê,1,Xã,Huyện Lộc Bình,Lộc Bình
17787,11457,1,xã Nhượng Bạn,Nhượng Bạn,1,Xã,Huyện Lộc Bình,Lộc Bình
17793,11458,1,xã Quan Bản,Quan Bản,1,Xã,Huyện Lộc Bình,Lộc Bình
17794,11459,1,xã Sàn Viên,Sàn Viên,1,Xã,Huyện Lộc Bình,Lộc Bình
17795,11460,1,xã Tam Gia,Tam Gia,1,Xã,Huyện Lộc Bình,Lộc Bình
17796,11461,1,xã Tĩnh Bắc,Tĩnh Bắc,1,Xã,Huyện Lộc Bình,Lộc Bình
17797,11462,1,xã Tú Đoạn,Tú Đoạn,1,Xã,Huyện Lộc Bình,Lộc Bình
17798,11463,1,xã Tú Mịch,Tú Mịch,1,Xã,Huyện Lộc Bình,Lộc Bình
17799,11464,1,xã Vân Mộng,Vân Mộng,1,Xã,Huyện Lộc Bình,Lộc Bình
17800,11465,1,xã Xuân Dương,Xuân Dương,1,Xã,Huyện Lộc Bình,Lộc Bình
17801,11466,1,xã Xuân Lễ,Xuân Lễ,1,Xã,Huyện Lộc Bình,Lộc Bình
17802,11467,1,xã Xuân Mãn,Xuân Mãn,1,Xã,Huyện Lộc Bình,Lộc Bình
17803,11468,1,xã Xuân Tình,Xuân Tình,1,Xã,Huyện Lộc Bình,Lộc Bình
17804,11469,1,xã Yên Khoái,Yên Khoái,1,Xã,Huyện Lộc Bình,Lộc Bình
17052,9546,1,xã An Lộc,An Lộc,1,Xã,Huyện Lộc Hà,Lộc Hà
17053,9547,1,xã Bình Lộc,Bình Lộc,1,Xã,Huyện Lộc Hà,Lộc Hà
17054,9548,1,xã Hộ Độ,Hộ Độ,1,Xã,Huyện Lộc Hà,Lộc Hà
17055,9549,1,xã Hồng Lộc,Hồng Lộc,1,Xã,Huyện Lộc Hà,Lộc Hà
17781,9550,1,xã Ích Hậu,Ích Hậu,1,Xã,Huyện Lộc Hà,Lộc Hà
17057,9551,1,xã Mai Phụ,Mai Phụ,1,Xã,Huyện Lộc Hà,Lộc Hà
17058,9552,1,xã Phù Lưu,Phù Lưu,1,Xã,Huyện Lộc Hà,Lộc Hà
17059,9553,1,xã Tân Lộc,Tân Lộc,1,Xã,Huyện Lộc Hà,Lộc Hà
17060,9554,1,xã Thạch Bằng,Thạch Bằng,1,Xã,Huyện Lộc Hà,Lộc Hà
17061,9555,1,xã Thạch Châu,Thạch Châu,1,Xã,Huyện Lộc Hà,Lộc Hà
17062,9556,1,xã Thạch Kim,Thạch Kim,1,Xã,Huyện Lộc Hà,Lộc Hà
17063,9557,1,xã Thạch Mỹ,Thạch Mỹ,1,Xã,Huyện Lộc Hà,Lộc Hà
17064,9558,1,xã Thịnh Lộc,Thịnh Lộc,1,Xã,Huyện Lộc Hà,Lộc Hà
19195,5775,1,Xã Lộc An,Lộc An,1,Xã,Huyện Lộc Ninh,Lộc Ninh
19203,5776,1,Xã Lộc Điền,Lộc Điền,1,Xã,Huyện Lộc Ninh,Lộc Ninh
19196,5777,1,Xã Lộc Hiệp,Lộc Hiệp,1,Xã,Huyện Lộc Ninh,Lộc Ninh
19207,5779,1,Xã Lộc Hưng,Lộc Hưng,1,Xã,Huyện Lộc Ninh,Lộc Ninh
